sam,2000
sam,2000
sam,2000
sam,2000
sam,2000
sam,2000
sam,2000
sam,2000
sam,1450
sam,1450
sam,1450
sam,1450
sam,1450
sam,1450
sam,1450
sam,1450
Pla,150
Pla,150
Pla,150
Pla,150
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
Pla,0
sam,0
Pla,0
Pla,0
Pla,0
